Aishe_Code,Name,State,District,Website,Year_Of_Establishment,Location,Slug
U-0853,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,Delhi,South,www.dpsru.edu.in,2015,Urban,dpsru
U-0116,"School of Planning & Architecture, New Delhi",Delhi,Central,www.spa.ac.in,1955,Urban,spa
U-1146,Delhi Skill and Entrepreneurship University,Delhi,South West,www.dseu.ac.in,2020,Urban,dseu
U-1309,INDIA INTERNATIONAL UNIVERSITY OF LEGAL EDUCATION AND RESEARCH,Goa,South Goa,iiuler.edu.in,-,Rural,iiuler
U-0907,"Indian Institute of Technology, Goa",Goa,South Goa,www.iitgoa.ac.in,2016,Urban,iitgoa
U-0121,"Goa University, Goa",Goa,North Goa,www.unigoa.ac.in,1984,Rural,unigoa
U-0620,National Institute of Technology Goa,Goa,South Goa,www.nitgoa.ac.in,2010,Rural,nitgoa
U-1028,NATIONAL INSTITUTE OF DESIGN,Gujarat,Ahmedabad,www.nid.edu,1961,Urban,nid1
U-0734,"LAKULISH YOGA UNIVERSITY, AHMEDABAD",Gujarat,Ahmedabad,www.lyu.ac.in,2013,Rural,lyu
U-1370,SKIPS University,Gujarat,Gandhinagar,,-,Urban,skiuni
U-1369,M K University,Gujarat,Patan,,-,Urban,mkuni
U-0817,GUJARAT UNIVERSITY OF TRANSPLANTATION SCIENCES,Gujarat,Ahmedabad,www.guts.ac.in,2015,Urban,guts
U-0794,AURO UNIVERSITY OF HOSPITALITY AND MANAGEMENT,Gujarat,Surat,www.aurouniversity.edu.in,2011,Urban,aurouniversity
U-0783,BHAKTA KAVI NARSINH MEHTA UNIVERSITY,Gujarat,Junagadh,www.bknmu.edu.in,2015,Rural,bknmu
U-0782,SHRI GOVIND GURU UNIVERSITY,Gujarat,Panch Mahals,www.sggu.ac.in,2015,Rural,sggu
U-0781,TEAM LEASE SKILLS UNIVERSITY,Gujarat,Vadodara,www.teamleaseuniversity.ac.in,2013,Urban,teamleaseuniversity
U-0771,"INSTITUTE OF ADVANCED RESEARCH, GANDHINAGAR",Gujarat,Gandhinagar,www.iar.ac.in,2006,Urban,iar
U-0765,INSTITUTE OF INFRASTRUCTURE TECHNOLOGY RESEARCH AND MANAGEMENT (IITRAM),Gujarat,Ahmedabad,www.iitram.ac.in,2013,Urban,iitram
U-0132,"Ganpat University, Ganpat Vidyanagar, Kherva",Gujarat,Mahesana,www.ganpatuniversity.ac.in,1996,Rural,ganpatuniversity
U-1065,BHAIKAKA UNIVERSITY,Gujarat,Anand,www.bhaikakauniv.edu.in,2019,Rural,bhaikakauniv
U-0893,Swarrnim Startup & Innovation University,Gujarat,Gandhinagar,www.swarrnim.edu.in,2009,Rural,swarrnim
U-0914,Karnavati University,Gujarat,Gandhinagar,www.karnavatiuniversity.edu.in,2017,Rural,karnavatiuniversity
U-0922,Indrashil University,Gujarat,Ahmedabad,www.indrashiluniversity.edu.in,2017,Rural,indrashiluniversity
U-0825,Marwadi University,Gujarat,Rajkot,www.marwadiuniversity.ac.in,2016,Urban,marwadiuniversity
U-0967,ATMIYA UNIVERSITY,Gujarat,Rajkot,www.atmiyauni.ac.in,2018,Urban,atmiyauni
U-1191,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RAJKOT",Gujarat,Rajkot,aiimsrajkot.edu.in,2020,Urban,aiimsrajkot
U-0775,GLS UNIVERSITY,Gujarat,Ahmedabad,www.glsuniversity.ac.in,2015,Urban,glsuniversity
U-0152,"Shree Somnath Sanskrit University, Junagarh",Gujarat,Gir Somnath,www.sssu.ac.in,2005,Rural,sssu
U-0759,G S F C UNIVERSITY,Gujarat,Vadodara,www.gsfcuniverity.ac.in,2014,Urban,gsfcuniverity
U-0144,Navrachana University,Gujarat,Vadodara,www.nuv.ac.in,2009,Urban,nuv
U-1297,KN UNIVERSITY,Gujarat,Ahmedabad,www.knu.edu.in,-,Urban,knu
U-0663,INDUS UNIVERSITY,Gujarat,Gandhinagar,www.indusuni.ac.in,2006,Rural,indusuni
U-0664,"INDIAN INSTITUTE OF TEACHER EDUCATION, GANDHINAGAR",Gujarat,Gandhinagar,www.iite.ac.in,2010,Urban,iite
U-1287,GYANMANJARI INNOVATIVE UNIVERSITY,Gujarat,Bhavnagar,www.gmiu.edu.in,-,Urban,gmiu
U-0125,Sabarmati University,Gujarat,Ahmedabad,www.sabarmatiuniversity.edu.in,2009,Urban,sabarmatiuniversity
U-0968,Gati Shakti Vishwavidyalaya,Gujarat,Vadodara,gsv.ac.in,2018,Urban,gsv
U-1274,INSTITUTE OF TEACHING AND RESEARCH IN AYURVEDA,Gujarat,Jamnagar,itra.edu.in,-,Urban,itra
U-1268,RAJJU SHROFF ROFEL UNIVERSITY,Gujarat,Valsad,www.rsru.edu.in,-,Urban,rsru
U-1248,SARDAR VALLABHBHAI GLOBAL UNIVERSITY,Gujarat,Ahmedabad,www.svgu.ac.in,-,Urban,svgu
U-1243,SIGMA UNIVERSITY,Gujarat,Vadodara,sigmauniversity.ac.in,-,Rural,sigmauniversity
U-1230,MAGANBHAI ADENWALA MAHAGUJARAT UNIVERSITY,Gujarat,Kheda,WWW.MAMUNI.EDU.IN,-,Urban,mamuni
U-1222,TransStadia University,Gujarat,Ahmedabad,www.tsuniv.edu.in,-,Urban,tsuniv
U-1216,VIDHYADEEP UNIVERSITY,Gujarat,Surat,www.vidhyadeepuni.ac.in,-,Rural,vidhyadeepuni
U-1215,NOBLE UNIVERSITY,Gujarat,Junagadh,nobleuniversity.ac.in,-,Rural,nobleuniversity
U-1212,LOKBHARTI UNIVERSITY FOR RURAL INNOVATION,Gujarat,Bhavnagar,www.lokbharatiuniversity.edu.in,-,Rural,lokbharatiuniversity
U-1211,SWAMINARAYAN UNIVERSITY,Gujarat,Gandhinagar,www.swaminarayanuniversity.ac.in,-,Rural,swaminarayanuniversity
U-1209,KAUSHALYA THE SKILL UNIVERSITY,Gujarat,Ahmedabad,kaushalyaskilluniversity.ac.in,-,Urban,kaushalyaskilluniversity
U-1203,GANDHINAGAR UNIVERSITY,Gujarat,Gandhinagar,www.gandhinagaruni.ac.in,-,Rural,gandhinagaruni
U-1206,ADANI UNIVERSITY,Gujarat,Ahmedabad,www.adaniuni.ac.in,-,Urban,adaniuni
U-1204,DR SUBHASH UNIVERSITY,Gujarat,Junagadh,dsuni.ac.in,-,Urban,dsuni
U-0124,Maharaja Krishnakumarsinhji Bhavnagar University,Gujarat,Bhavnagar,www.mkbhavuni.edu.in,1979,Urban,mkbhavuni
U-1134,SHREYARTH UNIVERSITY,Gujarat,Sabar Kantha,www.shreyarthuni.ac.in,2019,Rural,shreyarthuni
U-1163,VANITA VISHRAM WOMENS UNIVERSITY,Gujarat,Surat,vvwusurat.ac.in,2021,Rural,vvwusurat
U-1161,Drs Kiran and Pallavi Patel Global University,Gujarat,Vadodara,www.kpgu.ac.in,2021,Rural,kpgu
U-1157,UPL University of Sustainable Technology,Gujarat,Bharuch,upluniversity.ac.in,2021,Rural,upluniversity
U-1149,DARSHAN UNIVERSITY,Gujarat,Rajkot,www.darshan.ac.in,2021,Urban,darshan
U-1135,GUJARAT BIOTECHNOLOGY UNIVERSITY,Gujarat,Gandhinagar,www.gbu.edu.in,2018,Rural,gbu
U-0647,"R K University, Rajkot",Gujarat,Rajkot,www.rku.ac.in,2005,Rural,rku
U-1129,MONARK UNIVERSITY,Gujarat,Ahmedabad,www.monarkuni.ac.in,2021,Rural,monarkuni
U-1127,JG UNIVERSITY,Gujarat,Gandhinagar,www.jguni.in,2019,Urban,jguni
U-1126,SARVAJANIK UNIVERSITY,Gujarat,Surat,www.sarvajanikuniversity.ac.in,2021,Urban,sarvajanikuniversity
U-0122,Ahmedabad University,Gujarat,Ahmedabad,www.ahduni.edu.in,2009,Urban,ahduni
U-0123,"Anand Agricultural University, Anand",Gujarat,Anand,www.aau.in,2004,Urban,aau1
U-0126,"Central Univeristy of Gujarat, Gandhinagar",Gujarat,Gandhinagar,www.cug.ac.in,2009,Urban,cug
U-0130,"Dhirubhai Ambani Institute of Information & Communication Technology, Gandhi Nagar",Gujarat,Gandhinagar,www.daiict.ac.in,2001,Urban,daiict
U-0131,"Dr. Babasaheb Ambedkar Open University, Ahmedabad",Gujarat,Ahmedabad,baou.edu.in,1994,Urban,baou
U-0133,"Gujarat Ayurveda University, Jamnagar",Gujarat,Jamnagar,www.ayurveduniversity.edu.in,1965,Urban,ayurveduniversity
U-0134,"Gujarat National Law University, Gandhinagar",Gujarat,Gandhinagar,www.gnlu.ac.in,2003,Urban,gnlu
U-0136,"Gujarat University, Ahmedabad",Gujarat,Ahmedabad,gujaratuniversity.ac.in,1949,Urban,gujaratuniversity
U-0137,"Gujarat Vidyapith, Ahmedabad",Gujarat,Ahmedabad,www.gujaratvidyapith.org,1920,Urban,gujaratvidyapith
U-0138,"Hemchandracharya North Gujart University, Patan",Gujarat,Patan,www.ngu.ac.in,1986,Urban,ngu
U-0139,"Indian Institute of Technology, Gandhinagar",Gujarat,Ahmedabad,www.iitgn.ac.in,2008,Rural,iitgn
U-0140,Junagadh Agricultural University,Gujarat,Junagadh,jau.in,2004,Urban,jau
U-0141,"Kadi Sarva Vishwavidyalaya, Gandihnagar",Gujarat,Gandhinagar,www.ksv.ac.in,2007,Urban,ksv
U-0143,"Maharaja Sayajirao University of Baroda, Vadodara",Gujarat,Vadodara,msubaroda.ac.in,1881,Urban,msubaroda
U-0145,Navsari Agricultural University,Gujarat,Navsari,www.nau.in,2004,Rural,nau
U-0148,"Sardar Patel University, Vallabh Vidyanagar",Gujarat,Anand,www.spuvvn.edu,1955,Rural,spuvvn
U-0149,"Sardar Vallabhbhai National Institute of Technology, Surat",Gujarat,Surat,www.svnit.ac.in,1961,Urban,svnit
U-0129,"Dharmsinh Desai univeristy, Nadiad",Gujarat,Kheda,www.ddu.ac.in,1964,Urban,ddu
U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",Gujarat,Banas Kantha,www.sdau.edu.in,2004,Rural,sdau
U-0151,"Saurashtra University, Rajkot",Gujarat,Rajkot,www.saurashtrauniversity.edu,1967,Urban,saurashtrauniversity
U-0147,"PANDIT DEENDAYAL ENERGY UNIVERSITY, GANDHI NAGAR",Gujarat,Gandhinagar,www.pdpu.ac.in,2007,Urban,pdpu
U-0154,"Sumandeep Vidyapeeth, Vadodara",Gujarat,Vadodara,www.sumandeepvidyapeethdu.edu.in,2007,Rural,sumandeepvidyapeethdu
U-0763,PARUL UNIVERSITY,Gujarat,Vadodara,www.paruluniversity.ac.in,2015,Rural,paruluniversity
U-1120,SURENDRANAGAR UNIVERSITY,Gujarat,Surendranagar,www.suni.ac.in,2020,Rural,suni
U-0127,CEPT UNIVERSITY,Gujarat,Ahmedabad,www.cept.ac.in,1962,Urban,cept
U-1102,LOK JAGRUTI KENDRA UNIVERSITY,Gujarat,Ahmedabad,www.ljku.edu.in,2019,Urban,ljku
U-0670,SWARNIM GUJARAT SPORTS UNIVERSITY,Gujarat,Vadodara,www.sgsu.gujarat.gov.in,2011,Rural,sgsu
U-1082,THE CHARUTAR VIDYA MANDAL (CVM) UNIVERSITY,Gujarat,Anand,cvmu.edu.in,2019,Rural,cvmu
U-1078,SILVER OAK UNIVERSITY,Gujarat,Ahmedabad,silveroakuni.ac.in,2019,Urban,silveroakuni
U-1077,"ITM (SLS) BARODA UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itmbu.ac.in,2019,Rural,itmbu
U-1074,BHAGWAN MAHAVIR UNIVERSITY,Gujarat,Surat,www.bmusurat.ac.in,2004,Urban,bmusurat
U-1036,GUJARAT MARITIME UNIVERSITY,Gujarat,Gandhinagar,gmu.edu.in,2017,Urban,gmu
U-0790,RAI UNIVERSITY,Gujarat,Ahmedabad,www.raiuniversity.edu,2012,Rural,raiuniversity
U-1016,INDIAN INSTITUTE OF MANAGEMENT AHMEDABAD,Gujarat,Ahmedabad,www.iima.ac.in,1961,Urban,iima
U-0146,"Nirma University, Ahmedabad",Gujarat,Ahmedabad,www.nirmauni.ac.in,1995,Urban,nirmauni
U-0966,BIRSA MUNDA TRIBAL UNIVERSITY,Gujarat,Narmada,bmtu.ac.in,2017,Urban,bmtu
U-0963,INDIAN INSTITUTE OF PUBLIC HEALTH GANDHINAGAR,Gujarat,Gandhinagar,www.iiphg.edu.in,2015,Urban,iiphg
U-0962,GOKUL GLOBAL UNIVERSITY,Gujarat,Patan,www.gokuluniversity.ac.in,2018,Rural,gokuluniversity
U-0954,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SURAT,Gujarat,Surat,www.iiitsurat.ac.in,2017,Urban,iiitsurat
U-0594,: CHILDREN'S RESEARCH UNIVERSITY,Gujarat,Gandhinagar,www.cugujarat.ac.in,2009,Urban,cugujarat
U-0135,"Gujarat Technological University, Ahmedabad",Gujarat,Ahmedabad,www.gtu.ac.in,2007,Urban,gtu
U-0668,UKA TARSADIA UNIVERSITY,Gujarat,Surat,utu.ac.in,2011,Rural,utu
U-0714,"ITM VOCATIONAL UNIVERSITY, VADODARA",Gujarat,Vadodara,www.itm.ac.in,2012,Rural,itm
U-0873,P.P. Savani University,Gujarat,Surat,www.ppsu.ac.in,2015,Rural,ppsu
U-0595,"Rashtriya Raksha University, Gujarat",Gujarat,Gandhinagar,www.rru.ac.in,2010,Rural,rru
U-0843,PLASTINDIA INTERNATIONAL UNIVERSITY,Gujarat,Valsad,www.plastindia.edu.in,2016,Urban,plastindia
U-0830,ANANT NATIONAL UNIVERSITY,Gujarat,Ahmedabad,www.anu.edu.in,2016,Rural,anu1
U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Gujarat,Gandhinagar,www.nfsu.ac.in,2009,Urban,nfsu1
U-0798,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, VADODARA",Gujarat,Vadodara,www.iiitvadodara.ac.in,2013,Urban,iiitvadodara
U-0706,"KAMDHENU UNIVERSITY, GANDHINAGAR",Gujarat,Gandhinagar,www.kamdhenuuni.edu.in,2009,Urban,kamdhenuuni
U-0708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",Gujarat,Surendranagar,www.cushahuniversity.ac.in,2013,Urban,cushahuniversity
U-0821,"Sankalchand Patel University, Visnagar",Gujarat,Mahesana,www.spu.ac.in,2016,Rural,spu
U-0128,"Charotar University of Science & Technology,  Anand",Gujarat,Anand,www.charusat.ac.in,2000,Rural,charusat
U-0142,"Krantiguru Shyamji Krishna Verma Kachchh University, Kachchh",Gujarat,Kachchh,kskvku.ac.in,2004,Urban,kskvku
U-0153,"Veer Narmad South Gujarat University, Surat",Gujarat,Surat,www.vnsgu.ac.in,1965,Urban,vnsgu
U-0157,"Bhagat Phool Singh  Mahila University, Khanpur Kalan, Sonipat",Haryana,Sonipat,www.bpsmv.ac.in,1936,Rural,bpsmv
